Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
1,12,1,17,0,1,1,13,28,10,9,0,1,0,1,0,0,24,0,0,5,7,3,10.66666667,0,0,5,7,3,10.5,0,10.8,1.4,1.74
1,1,1,11,1,1,1,1,1,5,3,0,0,1,0,0,1,21,0,0,6,7,6,13.42857143,0,0,6,8,6,11.33333333,0,8.9,1.4,3.51
1,1,3,12,1,1,1,1,27,9,8,1,0,0,1,1,1,18,0,0,7,12,7,11.71666667,0,0,8,13,4,10.868,0,15.5,2.8,-4.06
1,8,1,9,1,1,1,1,27,5,9,1,0,0,1,1,1,20,0,0,5,11,4,12,0,0,5,5,5,12.8,0,11.1,0.6,2.02
1,9,2,16,1,1,1,1,3,10,3,1,0,1,0,0,0,20,0,0,6,11,5,13.2,0,0,6,8,4,10.75,0,10.8,1.4,1.74
1,8,3,11,1,1,1,10,28,6,8,1,0,1,1,0,0,18,0,0,6,7,5,12.2,0,0,6,10,4,12.25,0,12.4,0.5,1.79
1,12,1,13,1,1,1,23,14,10,7,1,0,0,1,0,1,25,0,0,7,11,5,12.58,0,0,7,9,6,12.15714286,0,8.9,1.4,3.51
1,8,5,10,1,1,1,13,27,6,8,1,0,0,1,0,1,19,0,0,6,9,5,11.33333333,0,0,6,6,6,10.83333333,0,13.9,-0.3,0.79
2,12,1,1,1,1,1,23,1,10,6,0,0,1,1,1,0,35,0,0,7,9,0,0,0,0,7,8,0,0,0,11.1,0.6,2.02
1,1,4,12,1,1,1,13,14,10,6,1,0,0,1,0,1,19,0,0,7,9,6,12.42857143,0,0,8,8,8,14,0,13.9,-0.3,0.79
1,1,1,14,1,1,1,23,28,10,10,1,0,0,1,1,1,18,0,0,6,6,6,13,0,0,6,6,6,13,0,13.9,-0.3,0.79
1,1,1,12,1,1,1,3,14,4,11,0,0,0,1,1,0,19,0,0,8,8,7,14.53571429,0,0,8,8,7,14.53571429,0,10.8,1.4,1.74
1,14,1,12,1,1,1,13,28,10,8,1,0,0,1,1,1,19,0,0,7,8,5,11.2,0,0,7,8,5,11.2,0,7.6,2.6,0.32
1,8,1,5,1,1,1,3,3,4,4,0,0,0,1,1,0,18,0,0,6,6,6,16,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79
1,12,1,8,1,12,1,13,3,10,3,1,0,1,1,1,0,24,0,0,6,13,5,13.14285714,0,0,6,15,3,12.66666667,0,16.2,0.3,-0.92
1,14,1,3,0,1,3,19,24,1,1,1,0,0,1,1,0,25,1,8,14,23,11,11.6875,0,6,10,20,8,11.14285714,0,9.4,-0.8,-3.12
1,12,1,7,1,1,1,22,3,10,4,1,0,0,1,1,0,28,0,0,5,11,4,10.5,0,0,5,12,4,11,4,7.6,2.6,0.32
1,1,1,6,1,1,1,1,28,6,10,0,0,0,1,1,1,19,0,0,6,9,6,13.83333333,0,0,6,12,5,13.66666667,0,11.1,0.6,2.02
1,8,2,7,1,1,1,13,1,10,8,0,0,0,1,1,0,19,0,0,5,0,0,0,0,0,5,0,0,0,0,16.2,0.3,-0.92
1,12,1,8,1,8,1,10,26,12,12,0,0,0,0,1,1,30,0,0,5,13,0,0,3,0,5,5,0,0,5,9.4,-0.8,-3.12
1,1,1,12,1,1,1,13,14,5,6,1,0,0,1,1,0,19,0,0,7,9,0,0,0,0,7,8,0,0,0,15.5,2.8,-4.06
1,8,1,9,1,1,1,13,28,5,5,1,0,0,1,1,0,21,0,0,5,10,1,10,0,0,5,5,0,0,0,11.1,0.6,2.02
1,1,1,2,1,1,1,22,27,4,6,0,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79
1,12,1,4,1,1,1,13,14,10,6,0,0,0,0,1,0,29,0,0,6,9,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79
1,1,1,14,1,1,1,13,27,10,10,0,0,0,1,1,0,18,0,0,6,7,4,12.6,0,0,6,6,4,13,0,12.4,0.5,1.79
1,1,2,9,1,1,1,1,28,5,6,0,0,0,1,1,0,21,0,0,5,10,3,11.25,0,0,5,9,3,11,0,15.5,2.8,-4.06
1,13,1,5,1,1,1,3,2,4,2,0,0,0,1,1,0,20,0,6,7,13,7,12.375,0,4,7,8,4,11.25,0,13.9,-0.3,0.79
1,16,1,17,0,1,1,23,3,6,4,0,0,1,1,1,0,24,0,3,10,15,7,10.71428571,0,3,10,11,9,12.55555556,0,12.4,0.5,1.79
1,8,2,15,1,1,1,1,1,3,6,1,0,0,0,1,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51
1,13,1,4,1,1,1,1,3,5,3,1,0,0,1,1,0,23,0,0,6,14,5,12,0,0,6,12,5,12.14285714,0,15.5,2.8,-4.06
1,1,6,9,1,1,1,1,14,2,7,1,0,0,1,1,0,19,0,0,5,6,5,12.6,0,0,5,8,3,12.66666667,0,8.9,1.4,3.51
1,4,1,11,1,3,1,13,14,4,4,0,0,0,1,1,0,35,0,0,6,7,0,0,0,0,6,6,0,0,0,16.2,0.3,-0.92
1,1,1,12,1,1,1,1,1,10,10,1,0,0,1,1,0,20,0,0,8,8,7,12.84142857,0,0,8,8,7,12.84142857,0,10.8,1.4,1.74
2,12,1,10,1,16,1,13,28,9,9,0,0,0,1,1,0,33,0,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51
1,1,1,15,1,1,1,1,3,5,2,1,0,0,1,1,0,18,0,0,6,7,6,14.16666667,0,0,6,6,6,12.83333333,0,9.4,-0.8,-3.12
1,1,1,15,1,1,1,5,3,5,5,1,0,0,1,1,0,20,0,0,6,7,6,12.16666667,0,0,6,9,3,12,0,12.4,0.5,1.79
1,8,1,15,1,1,1,3,3,3,4,1,0,0,1,1,0,19,0,0,6,12,4,10.8,0,0,6,14,3,11,0,13.9,-0.3,0.79
1,8,5,15,1,1,1,23,1,5,5,1,0,0,1,1,0,18,0,0,6,6,6,13,0,0,6,12,0,0,0,7.6,2.6,0.32
1,12,1,17,0,1,1,22,27,8,10,0,0,0,0,1,0,28,0,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51
1,1,1,9,1,1,1,5,1,2,6,0,0,0,1,1,0,18,0,0,5,5,5,13,0,0,5,6,5,13.33333333,0,16.2,0.3,-0.92
1,1,1,15,1,1,1,2,3,4,4,1,0,1,1,1,0,25,0,0,6,8,6,11.57142857,0,0,6,9,6,11.57142857,0,15.5,2.8,-4.06
1,1,1,10,1,1,1,1,28,5,7,0,1,1,0,1,0,19,0,0,6,6,4,11.5,0,0,6,6,5,11,0,8.9,1.4,3.51
1,9,2,5,1,1,1,23,14,6,6,0,0,0,1,1,0,18,0,0,6,8,5,11,0,0,6,6,4,10.75,0,9.4,-0.8,-3.12
1,4,1,4,1,3,1,3,3,7,3,1,0,0,1,1,0,29,0,1,6,10,6,17.11111111,0,2,6,9,6,15.57142857,0,13.9,-0.3,0.79
1,1,1,2,1,1,1,2,2,4,3,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32
1,1,1,11,1,1,1,3,2,5,6,0,0,0,1,1,1,20,0,0,6,9,6,12.57142857,0,0,6,6,6,12.16666667,0,8.9,1.4,3.51
1,15,1,4,1,14,1,3,14,3,7,0,0,0,1,1,0,20,0,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06
1,1,4,5,1,1,1,3,3,3,3,1,0,0,1,1,0,18,0,0,6,7,6,14.5,0,0,6,6,6,15.16666667,0,9.4,-0.8,-3.12
1,1,6,11,1,1,1,3,1,3,3,1,0,0,1,1,1,21,0,0,6,6,6,13.5,0,0,6,6,6,12.33333333,0,12.4,0.5,1.79
1,8,2,11,1,1,1,3,3,3,3,0,0,0,0,1,0,18,0,0,6,9,5,11.2,0,0,6,14,2,10,0,9.4,-0.8,-3.12
1,1,5,7,1,1,1,22,27,12,12,1,0,0,1,1,0,20,0,0,5,10,3,10.66666667,0,0,5,5,4,12.25,0,7.6,2.6,0.32
1,14,1,3,0,1,1,22,27,10,10,0,0,0,1,0,0,23,0,9,13,15,9,11,0,4,11,12,7,11.57142857,0,15.5,2.8,-4.06
1,12,1,17,0,1,1,1,27,10,9,0,0,0,1,0,0,26,0,0,1,2,0,0,0,0,5,8,0,0,0,16.2,0.3,-0.92
1,8,3,14,1,1,1,22,27,9,9,0,0,1,1,0,0,19,0,0,5,5,1,10,0,0,5,5,0,0,0,9.4,-0.8,-3.12
1,12,1,13,1,1,1,22,28,10,10,1,0,1,0,0,1,24,0,0,7,14,5,12.36,0,1,8,15,5,12,0,8.9,1.4,3.51
1,1,1,14,1,1,1,13,28,10,8,1,0,0,1,0,1,20,0,0,6,8,6,15.25,0,0,6,7,6,14.71428571,0,11.1,0.6,2.02
1,8,1,17,0,1,1,23,3,10,4,1,0,1,0,0,0,26,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74
1,12,1,9,1,9,1,13,27,8,10,0,0,0,1,0,0,31,0,0,5,8,1,13,2,0,5,9,4,12.25,0,10.8,1.4,1.74
2,14,1,12,1,1,1,22,27,10,11,1,0,0,1,0,0,27,0,0,8,8,8,13.81375,0,0,8,8,8,13.81375,0,9.4,-0.8,-3.12
1,1,1,6,1,1,1,13,28,10,10,0,0,1,1,0,0,24,0,0,6,8,6,13.28571429,0,0,6,13,6,12.875,0,11.1,0.6,2.02
1,15,1,6,1,14,1,13,28,32,44,1,0,0,1,0,0,23,0,0,6,11,4,11.5,0,0,6,12,4,12.2,0,8.9,1.4,3.51
1,1,2,12,1,1,1,23,28,10,9,1,0,0,1,0,1,20,0,0,7,8,7,11.9625,0,0,8,9,8,13.04444444,0,13.9,-0.3,0.79
1,1,6,12,1,1,1,23,28,6,6,1,0,0,1,0,0,20,0,0,7,9,6,13.68333333,0,0,8,11,6,13.11666667,0,11.1,0.6,2.02
1,12,1,12,1,1,1,23,1,10,5,1,0,0,1,0,0,24,0,0,8,8,7,14.98571429,0,0,8,8,7,14.98571429,0,12.7,3.7,-1.7
2,12,1,9,1,1,1,22,27,10,10,0,0,0,1,0,0,39,0,0,5,8,4,11.25,0,0,5,8,4,11.5,0,11.1,0.6,2.02
1,1,2,15,1,1,1,13,28,4,10,1,0,0,1,0,0,18,0,0,6,8,4,12.5,0,0,6,6,5,12.6,0,12.7,3.7,-1.7
1,8,3,6,1,1,1,22,28,10,10,0,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02
1,1,2,12,1,1,1,1,1,5,4,1,0,0,1,0,0,18,0,0,7,10,7,13.78,0,0,8,10,8,13.661,0,15.5,2.8,-4.06
1,1,2,12,1,1,1,22,27,10,8,1,0,0,1,0,0,19,0,0,7,10,7,13.805,0,0,8,8,8,14.2725,0,15.5,2.8,-4.06
1,8,1,6,1,1,1,1,14,5,10,1,0,0,1,0,0,18,0,0,5,7,5,13.8,0,0,5,5,5,12.6,0,10.8,1.4,1.74
1,1,1,14,1,1,1,22,14,10,10,1,0,0,1,0,0,22,0,0,5,7,3,12.66666667,0,0,5,6,4,12,0,7.6,2.6,0.32
1,8,4,12,1,1,1,1,1,5,5,1,0,0,1,0,0,18,0,0,7,7,7,14.42428571,0,0,8,8,8,13.9375,0,11.1,0.6,2.02
1,1,1,10,1,1,1,3,1,5,10,0,0,0,1,0,1,18,0,0,6,7,6,13.16666667,0,0,6,6,6,12.5,0,12.4,0.5,1.79
4,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,30,0,0,5,10,3,10.66666667,0,0,5,8,5,10.4,0,12.7,3.7,-1.7
2,14,1,10,1,9,1,22,27,10,10,0,0,0,1,0,0,34,0,9,16,20,14,12.07142857,1,11,13,13,11,12.27272727,0,7.6,2.6,0.32
1,12,1,3,0,12,1,22,27,10,10,0,0,0,1,0,0,38,0,0,6,10,3,10.25,0,0,6,7,1,12,0,13.9,-0.3,0.79
1,1,1,12,1,1,1,22,14,8,8,1,0,0,1,0,1,19,0,0,8,8,8,14.11,0,0,8,8,8,14.11,0,9.4,-0.8,-3.12
1,8,3,16,1,1,1,23,28,6,8,1,0,0,1,0,0,19,0,0,6,9,5,12.4,0,0,6,10,3,10.66666667,0,10.8,1.4,1.74
1,14,1,15,1,1,1,1,1,5,9,0,0,0,0,0,0,21,0,0,6,7,6,12,0,0,6,6,6,12,0,10.8,1.4,1.74
1,8,1,15,1,1,1,2,3,3,3,1,0,0,1,0,1,18,0,0,6,6,6,14.83333333,0,0,6,6,6,13.5,0,11.1,0.6,2.02
1,8,5,6,1,1,1,1,28,5,8,1,0,0,1,0,1,20,0,0,6,7,6,15.42857143,0,0,6,7,6,13.5,0,13.9,-0.3,0.79
1,8,5,9,1,1,1,22,28,6,6,0,0,0,1,0,1,18,0,0,5,7,5,11.6,0,0,5,11,5,11.4,4,16.2,0.3,-0.92
1,1,3,5,1,1,1,23,27,6,6,1,0,0,1,0,0,18,0,0,6,6,6,14.16666667,0,0,6,6,6,14,0,16.2,0.3,-0.92
1,4,1,13,1,2,1,22,27,10,10,1,0,0,1,0,1,36,0,0,7,9,1,9.8,0,0,7,7,0,0,0,12.7,3.7,-1.7
1,8,4,9,1,1,1,23,27,7,8,1,0,0,1,0,1,18,0,0,5,12,4,10.71428571,0,0,5,9,4,11,0,13.9,-0.3,0.79
1,14,1,8,1,6,1,1,20,5,12,1,0,0,1,0,1,21,0,0,5,7,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32
1,15,1,8,1,14,1,1,3,10,3,1,0,1,1,0,1,21,0,1,6,13,3,12.33333333,0,1,6,12,1,13,0,13.9,-0.3,0.79
1,6,1,6,1,1,14,3,3,5,3,0,0,0,1,0,0,18,1,0,6,13,6,13,0,0,6,15,6,12.25,0,11.1,0.6,2.02
1,8,6,14,1,1,1,1,12,5,6,1,0,0,1,0,0,18,0,0,5,7,4,11.4,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12
1,1,2,12,1,1,1,23,28,10,8,1,0,0,1,0,0,19,0,0,7,7,6,12.76666667,0,0,7,7,6,12.76666667,0,7.6,2.6,0.32
2,12,1,4,1,12,1,22,14,10,5,0,0,1,1,0,0,29,0,0,6,11,5,12.6,0,0,6,6,6,12.66666667,0,11.1,0.6,2.02
1,15,1,9,1,14,1,13,1,10,4,0,0,0,1,0,1,20,0,4,7,8,7,13,0,2,5,5,5,13.4,0,11.1,0.6,2.02
1,8,2,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,7,7,6,14.31666667,0,0,7,7,6,14.31666667,0,7.6,2.6,0.32
1,1,1,6,1,1,1,2,1,5,11,1,0,0,1,0,0,19,0,0,5,7,4,12.75,0,0,5,5,5,12,0,10.8,1.4,1.74
1,1,3,9,1,1,1,1,28,4,9,1,0,0,1,0,1,19,0,0,5,5,5,13.4,0,0,5,5,5,12.6,0,8.9,1.4,3.51
1,12,1,3,0,1,1,10,5,10,5,0,0,1,0,0,0,37,0,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51
1,1,2,6,1,1,1,22,1,10,10,1,0,0,1,0,1,18,0,0,5,6,4,15.75,0,0,5,5,5,13.8,0,10.8,1.4,1.74
1,1,1,16,1,1,1,13,14,8,8,1,0,0,1,0,0,21,0,0,6,9,5,12.4,0,0,6,11,1,11,0,12.7,3.7,-1.7
1,8,1,10,1,1,1,1,28,22,40,0,0,0,1,0,1,19,0,0,6,8,6,11.5,0,0,6,7,6,12.33333333,0,12.4,0.5,1.79
1,8,2,14,1,1,1,3,1,4,2,0,0,0,1,0,0,19,0,0,5,5,5,13.4,0,0,5,5,5,14,0,9.4,-0.8,-3.12
2,12,1,17,0,14,1,23,14,10,6,0,0,0,1,0,1,35,0,0,5,9,3,11.66666667,0,0,5,7,5,11.8,0,12.7,3.7,-1.7
2,12,1,12,1,1,1,22,28,10,9,0,0,0,1,0,0,30,0,0,7,0,0,0,0,0,8,0,0,0,0,13.9,-0.3,0.79
1,14,2,15,1,1,1,19,24,1,1,1,0,0,1,0,0,27,0,4,8,11,7,13.28571429,0,4,7,13,5,11.6,0,9.4,-0.8,-3.12
2,1,1,11,1,1,1,22,27,10,10,0,0,0,1,0,1,45,0,0,6,10,4,11.5,0,0,6,16,2,10.5,0,7.6,2.6,0.32
2,12,1,3,0,1,1,23,28,10,10,0,0,0,1,0,1,50,0,3,9,11,8,13.25,0,2,7,8,7,11.71428571,0,12.7,3.7,-1.7
4,13,1,9,1,1,1,22,27,10,10,0,0,0,1,0,0,41,0,8,14,24,11,12.25,3,5,10,12,10,13.4,0,9.4,-0.8,-3.12
1,14,1,12,1,1,1,22,27,10,7,1,0,0,1,0,0,26,0,0,7,8,6,12,0,0,7,8,6,12,0,7.6,2.6,0.32
1,12,1,4,1,12,1,22,27,10,10,0,0,0,1,0,0,44,0,0,6,10,1,12,0,0,6,6,0,0,0,11.1,0.6,2.02
5,4,1,9,1,15,1,22,27,10,10,0,0,0,1,0,0,23,0,10,15,15,13,10.92307692,0,5,10,10,7,11.14285714,0,15.5,2.8,-4.06
1,16,1,1,1,1,1,13,14,10,10,0,0,0,1,0,0,34,0,10,12,12,10,12,0,5,10,11,5,11,0,11.1,0.6,2.02
1,1,1,9,1,1,1,23,28,10,10,1,0,0,1,0,1,21,0,0,5,10,5,13.71428571,0,0,5,7,5,14.4,0,11.1,0.6,2.02
1,14,3,9,1,1,8,3,27,4,4,1,0,0,1,0,0,22,1,0,5,8,1,10,0,0,5,8,2,13,0,7.6,2.6,0.32
4,12,1,3,0,1,1,22,27,10,9,0,0,0,1,0,1,32,0,0,6,18,2,10.33333333,0,0,6,7,6,11.5,0,16.2,0.3,-0.92
1,8,2,13,1,1,14,1,1,8,8,1,0,0,1,0,0,20,1,0,7,8,7,12.72857143,0,0,8,8,8,14.625,0,15.5,2.8,-4.06
2,4,1,3,0,3,1,20,25,12,12,0,0,0,0,0,0,59,0,10,15,22,12,13.33333333,0,8,8,8,8,12.875,0,10.8,1.4,1.74
2,17,1,9,1,16,1,13,14,28,31,0,0,0,1,0,0,30,0,6,11,20,9,12.22222222,0,3,9,16,9,11.6,0,8.9,1.4,3.51
1,1,4,11,1,1,1,23,26,10,10,1,0,0,1,0,1,18,0,0,6,7,6,11.33333333,0,0,6,9,6,10.83333333,0,9.4,-0.8,-3.12
2,12,1,17,0,1,1,22,27,10,7,0,0,1,1,1,0,25,0,0,5,8,4,11,0,0,5,7,4,12,0,7.6,2.6,0.32
4,14,1,17,0,1,1,22,27,6,6,0,0,0,1,1,0,36,0,0,5,5,5,13.8,0,0,5,6,5,13.8,0,12.7,3.7,-1.7
1,4,1,13,1,17,1,23,14,10,10,0,0,0,1,1,0,36,0,0,7,16,1,12,0,0,7,13,0,0,1,11.1,0.6,2.02
1,8,6,14,1,1,1,23,14,1,2,0,0,0,0,1,0,19,0,0,6,9,4,11.25,0,0,6,11,3,10.16666667,0,10.8,1.4,1.74
1,12,1,17,0,1,1,1,27,5,7,0,0,0,1,1,0,25,0,0,5,6,4,10.5,0,0,5,6,5,12,0,9.4,-0.8,-3.12
1,12,1,4,1,12,1,22,27,10,8,0,0,0,1,1,0,35,0,17,18,20,18,11.55555556,0,11,13,13,13,11.61538462,0,15.5,2.8,-4.06
1,1,1,10,1,1,1,1,1,6,6,0,0,0,1,1,0,20,0,0,6,13,1,14,0,0,6,7,0,0,0,16.2,0.3,-0.92
1,12,1,4,1,1,1,22,27,10,8,1,0,0,0,1,0,35,0,0,6,17,1,13,0,0,6,8,0,0,0,15.5,2.8,-4.06
1,1,1,10,1,1,1,22,27,1,1,1,0,0,1,0,0,27,0,0,6,13,2,11,0,0,6,14,1,11,0,7.6,2.6,0.32
1,8,3,12,1,1,1,13,3,10,6,1,0,0,1,0,0,18,0,0,8,8,7,13.68142857,0,0,8,8,7,13.68142857,0,10.8,1.4,1.74
1,14,1,12,1,1,1,23,14,10,11,0,0,0,1,0,0,23,0,0,7,11,6,12.1,0,0,7,7,6,12.61666667,0,16.2,0.3,-0.92
1,8,2,3,0,1,1,13,1,6,11,1,0,0,1,0,0,19,0,0,6,8,4,10.5,0,0,6,8,4,11.25,0,10.8,1.4,1.74
1,8,2,12,1,1,1,22,27,8,8,1,0,0,1,0,1,18,0,0,7,10,5,11.94,0,0,7,8,6,12.8,0,11.1,0.6,2.02
1,12,1,12,1,1,1,13,14,4,8,0,0,1,0,0,0,26,0,0,7,11,4,12.86,0,0,7,10,5,11.56666667,0,12.4,0.5,1.79
1,8,1,10,1,1,1,1,28,10,8,0,0,0,1,0,0,19,0,0,6,10,6,14.25,0,0,6,7,6,14,0,16.2,0.3,-0.92
1,1,5,12,1,1,1,23,14,8,8,1,0,0,0,0,0,19,0,0,7,0,0,0,0,0,8,0,0,0,0,12.7,3.7,-1.7
1,1,1,2,1,1,1,13,14,6,2,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79
1,8,1,12,1,1,1,13,1,10,8,1,0,0,1,0,1,19,0,0,7,7,7,13.89428571,0,0,8,8,8,14.3625,0,11.1,0.6,2.02
1,8,1,12,1,1,1,22,27,10,9,1,0,0,1,0,1,19,0,0,7,8,7,13.46875,0,0,8,8,8,13.31375,0,15.5,2.8,-4.06
1,1,4,6,1,1,1,23,27,10,10,1,0,0,1,0,1,19,0,0,5,5,5,13.6,0,0,5,5,5,14.6,0,10.8,1.4,1.74
1,15,1,3,0,14,1,1,27,10,8,0,0,0,1,0,1,21,0,3,6,6,6,14.66666667,0,2,6,6,6,13.83333333,0,12.4,0.5,1.79
1,1,3,15,1,1,1,1,1,4,6,1,0,0,1,0,0,18,0,0,6,6,6,13.66666667,0,0,6,7,6,13,0,15.5,2.8,-4.06
2,14,1,11,1,3,1,23,27,10,4,1,0,0,1,0,0,33,0,9,12,22,10,13.3,0,9,11,11,11,13.72727273,0,9.4,-0.8,-3.12
1,4,1,3,0,3,1,13,27,6,4,0,0,0,1,0,0,32,0,7,11,13,11,13.45454545,0,5,11,13,7,12.42857143,0,12.7,3.7,-1.7
1,1,6,12,1,1,1,13,14,2,5,1,0,0,1,0,1,17,0,0,8,8,8,13.41625,0,0,8,8,8,13.41625,0,9.4,-0.8,-3.12
2,12,1,12,1,1,1,13,14,10,8,0,0,0,1,0,0,31,0,0,7,0,0,0,0,0,8,0,0,0,0,12.7,3.7,-1.7
2,12,1,3,0,1,1,13,14,10,8,0,0,0,1,0,1,32,0,0,6,6,6,11.33333333,0,0,6,8,5,13,0,15.5,2.8,-4.06
1,1,2,6,1,1,1,25,30,4,8,1,0,0,1,0,0,18,0,0,6,8,6,16,0,0,6,10,6,14.625,0,11.1,0.6,2.02
1,16,1,5,1,9,1,22,14,4,8,0,0,1,1,0,0,31,0,2,6,8,5,11,0,4,6,12,6,10.16666667,0,8.9,1.4,3.51
1,1,1,11,1,1,1,1,1,10,11,0,0,0,1,1,0,20,0,0,6,8,6,12.85714286,0,0,6,9,5,12.4,0,8.9,1.4,3.51
1,14,1,17,0,1,1,3,14,2,2,0,0,0,0,1,0,40,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74
2,1,1,17,0,1,1,22,14,10,10,1,0,0,1,1,0,32,0,0,5,5,5,14.8,0,0,5,5,5,14.2,0,7.6,2.6,0.32
1,4,1,7,1,3,1,13,14,2,2,0,0,0,0,1,0,40,0,1,5,7,1,13,0,2,5,5,2,14,0,12.7,3.7,-1.7
1,1,1,2,1,1,1,1,1,5,10,0,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92
1,14,1,17,0,1,1,22,27,10,10,0,0,1,0,1,0,28,0,4,9,14,4,10,0,1,6,6,1,10,0,12.7,3.7,-1.7
1,7,2,5,1,1,1,1,1,4,2,1,0,1,1,1,0,19,0,0,6,11,5,11.2,0,0,6,7,6,12,0,9.4,-0.8,-3.12
1,1,1,15,1,1,1,1,27,6,10,0,0,0,1,1,1,19,0,0,6,8,6,11.83333333,0,0,6,11,3,13,0,15.5,2.8,-4.06
1,1,6,9,1,1,1,23,27,8,8,0,1,0,1,1,0,21,0,0,5,0,0,0,0,0,5,0,0,0,0,10.8,1.4,1.74
1,8,4,9,1,1,1,13,1,1,5,1,0,0,1,1,0,22,0,0,5,8,2,10.5,0,0,5,10,0,0,0,7.6,2.6,0.32
1,8,3,7,1,1,1,3,1,4,4,1,0,0,0,1,0,18,0,0,5,8,5,12.5,0,0,5,7,5,13.57142857,0,12.4,0.5,1.79
1,12,1,2,1,1,1,10,3,6,3,1,0,0,1,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12
1,1,1,2,1,1,1,1,3,3,3,0,0,0,1,1,0,19,0,4,10,10,5,11,0,2,7,8,2,10,0,8.9,1.4,3.51
2,14,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,30,0,6,10,14,9,12.33333333,0,7,10,12,8,12,0,9.4,-0.8,-3.12
1,12,1,8,1,14,1,1,3,5,2,0,0,0,1,1,0,28,0,0,6,9,0,0,0,0,6,8,1,10,1,16.2,0.3,-0.92
5,12,1,7,1,1,1,22,27,10,10,0,0,1,1,1,1,34,0,0,5,14,1,17,0,0,5,10,2,11,0,9.4,-0.8,-3.12
1,8,1,9,1,1,1,1,1,5,5,0,0,0,1,1,0,21,0,0,5,5,5,11,0,0,5,11,3,11.42857143,0,10.8,1.4,1.74
1,1,1,10,1,1,1,1,14,10,10,0,0,0,1,1,1,20,0,0,6,11,5,11.14285714,0,0,6,9,6,11.57142857,0,16.2,0.3,-0.92
1,14,1,11,1,1,1,10,14,10,10,0,0,0,0,1,0,31,0,3,8,19,5,12.16666667,0,3,7,12,5,12,0,7.6,2.6,0.32
1,8,1,7,1,1,1,1,1,10,10,0,0,1,0,1,0,21,0,0,5,9,2,11,0,0,5,8,2,11.5,2,7.6,2.6,0.32
1,12,2,14,1,12,1,19,24,1,1,1,0,0,0,1,0,27,0,0,5,8,1,11,0,0,5,6,3,10.66666667,1,7.6,2.6,0.32
1,1,6,15,1,1,1,23,28,10,10,1,0,0,1,1,0,19,0,0,6,10,4,13.25,0,0,6,13,5,11.8,0,7.6,2.6,0.32
1,8,4,15,1,1,1,3,1,3,8,1,0,0,1,1,0,21,0,0,6,7,0,0,0,0,6,11,1,10,0,10.8,1.4,1.74
1,15,1,4,1,14,1,13,14,5,5,1,0,0,0,1,0,21,0,0,6,17,2,12.5,0,0,6,10,0,0,0,16.2,0.3,-0.92
1,14,1,14,1,1,1,19,24,13,13,0,0,0,0,1,0,35,0,6,10,10,7,12.14285714,0,4,9,9,4,12.25,0,7.6,2.6,0.32
1,12,1,6,1,1,1,22,26,12,8,0,0,0,1,1,0,28,0,0,5,8,3,12,0,0,5,10,3,11.33333333,0,7.6,2.6,0.32
1,8,1,14,1,1,1,1,1,5,4,0,0,0,1,1,0,24,0,0,6,6,4,11.25,0,0,6,9,4,10.42857143,0,10.8,1.4,1.74
1,1,3,15,1,1,1,19,1,6,11,1,0,0,0,1,0,19,0,0,4,8,0,0,1,0,6,0,0,0,0,9.4,-0.8,-3.12
